@relation 'ant-1.4-weka.filters.unsupervised.attribute.Remove-R7-10,12-20'

@attribute $wmc numeric
@attribute $dit numeric
@attribute $noc numeric
@attribute $cbo numeric
@attribute $rfc numeric
@attribute $lcom numeric
@attribute $loc numeric
@attribute $<bug {no-bug,bug}

@data
4,1,0,4,4,6,4,no-bug
8,3,0,9,32,6,201,bug
5,1,0,10,5,10,5,no-bug
8,1,0,6,25,0,169,no-bug
1,1,0,9,1,0,1,no-bug
3,1,1,6,9,0,47,no-bug
18,3,0,10,49,115,397,no-bug
8,1,0,1,14,28,274,no-bug
18,1,0,8,91,123,1400,no-bug
3,3,0,3,14,1,84,no-bug
3,1,0,17,3,3,3,no-bug
9,1,0,7,34,0,298,bug
17,4,0,10,83,70,1273,no-bug
77,3,0,28,196,2320,2040,no-bug
15,3,0,15,54,59,398,bug
6,1,0,5,6,15,6,no-bug
5,3,0,4,17,0,101,no-bug
26,1,0,9,62,119,437,bug
11,2,0,12,15,13,97,no-bug
14,5,2,12,64,69,531,no-bug
19,4,0,10,52,27,699,no-bug
4,1,0,2,7,6,20,no-bug
14,4,0,136,26,0,153,no-bug
5,2,0,7,18,10,95,bug
5,1,0,7,17,0,75,no-bug
21,1,0,24,48,116,322,no-bug
20,3,1,16,74,92,720,bug
2,6,0,3,4,1,11,no-bug
10,3,0,2,21,21,135,no-bug
2,2,0,9,24,1,222,no-bug
4,2,0,10,25,6,183,no-bug
7,2,0,2,18,11,118,no-bug
16,3,0,3,40,84,604,no-bug
7,1,0,6,8,0,89,no-bug
11,3,0,11,38,11,287,no-bug
2,6,0,4,4,1,11,no-bug
16,1,0,7,78,118,745,no-bug
17,4,0,7,81,40,1159,no-bug
10,1,0,3,13,31,76,no-bug
3,2,0,1,9,0,58,no-bug
3,1,0,7,15,3,112,bug
6,3,0,3,24,11,151,no-bug
13,1,4,11,18,0,78,bug
5,1,0,58,10,8,69,no-bug
8,3,0,8,28,0,128,bug
7,2,1,7,15,1,92,no-bug
2,2,0,9,19,1,120,no-bug
7,1,0,2,8,0,147,no-bug
4,1,0,6,4,6,4,bug
2,1,0,0,6,1,63,no-bug
10,4,0,14,35,11,216,bug
6,3,0,5,21,1,136,no-bug
0,1,0,0,0,0,0,no-bug
5,1,0,1,18,0,96,no-bug
50,4,1,24,82,1091,646,bug
5,4,0,10,42,10,481,bug
3,1,0,2,3,3,4,no-bug
6,2,0,3,11,13,68,no-bug
3,1,0,12,20,3,165,bug
4,3,0,4,12,0,54,bug
21,1,0,2,35,38,617,no-bug
10,2,7,14,24,19,146,no-bug
6,4,0,9,48,5,300,bug
39,2,0,15,103,609,1377,no-bug
4,3,0,3,17,4,152,no-bug
5,1,0,1,24,0,147,no-bug
10,1,0,9,30,17,149,no-bug
8,3,0,5,29,0,177,no-bug
26,3,0,12,74,265,643,bug
10,3,0,6,41,21,360,no-bug
5,1,0,1,36,4,375,no-bug
3,1,0,3,9,3,48,no-bug
3,1,0,3,14,1,97,bug
3,3,0,6,17,0,91,no-bug
0,1,0,1,0,0,24,no-bug
8,3,0,5,41,10,236,bug
5,3,0,7,19,4,151,no-bug
17,1,3,15,66,90,630,no-bug
23,1,0,31,82,201,1093,no-bug
11,1,8,22,86,15,887,bug
4,2,0,3,16,0,59,no-bug
